State,District,Market,Commodity,Variety,Arrival_Date,Modal_x0020_Price
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,8000.0
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3500.0
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8500.0
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2800.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,7000.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7600.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,7000.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,4000.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3200.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7600.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2400.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7400.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6400.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2700.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2600.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,7000.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2700.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2800.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7400.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2700.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2800.0
Tamil Nadu,Coimbatore,Udumalpet,Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Coimbatore,Udumalpet,Maize,Deshi Red,2025-06-11,3500.0
Tamil Nadu,Coimbatore,Udumalpet,Onion,Bellary,2025-06-11,3800.0
Tamil Nadu,Coimbatore,Udumalpet,Tomato,Deshi,2025-06-11,3400.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,7400.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6400.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2600.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2600.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2600.0
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6000.0
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,7000.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,9000.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,7000.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2500.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,7000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2500.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,10200.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2200.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,9000.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2500.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,9000.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2000.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,6000.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5000.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2000.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2800.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,8000.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3400.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,5000.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,8000.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3400.0
Tamil Nadu,Dindigul,Kodaikkanal(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3400.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,6000.0
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,2000.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6800.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5000.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2000.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6800.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,2000.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6800.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2000.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2400.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6800.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,5000.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6000.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,5000.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6000.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6500.0
Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,4500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2500.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2600.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6800.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,4000.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,4000.0
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3200.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3200.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3400.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,4000.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2800.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2800.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,5000.0
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2000.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,7000.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2400.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3800.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,5000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,7000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2400.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,4500.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,7000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Madurai,Usilampatty,Coconut,Coconut,2025-06-11,8000.0
Tamil Nadu,Madurai,Usilampatty,Onion,Bellary,2025-06-11,3600.0
Tamil Nadu,Madurai,Usilampatty,Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,4000.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2500.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,4000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,4000.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6000.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,2500.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,5000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,4000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Banana,Besrai,2025-06-11,5000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Onion,Bellary,2025-06-11,4000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Tomato,Deshi,2025-06-11,3500.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,2800.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Tomato,Deshi,2025-06-11,4000.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5000.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,2600.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,5500.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Namakkal,Tiruchengode,Banana,Besrai,2025-06-11,4000.0
Tamil Nadu,Namakkal,Tiruchengode,Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Namakkal,Tiruchengode,Groundnut,Big (With Shell),2025-06-11,6000.0
Tamil Nadu,Namakkal,Tiruchengode,Maize,Deshi Red,2025-06-11,3000.0
Tamil Nadu,Namakkal,Tiruchengode,Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Namakkal,Tiruchengode,Tomato,Deshi,2025-06-11,3000.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,5000.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,8000.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3000.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Groundnut,Big (With Shell),2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Onion,Bellary,2025-06-11,3500.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Banana,Besrai,2025-06-11,6000.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Coconut,Coconut,2025-06-11,7000.0
