ds,yhat
2025-11-07,7000.0
2025-11-08,7023.333333333333
2025-11-09,7046.666666666667
2025-11-10,7070.0
2025-11-11,7093.333333333333
2025-11-12,7116.666666666667
2025-11-13,7140.0
