ds,yhat
2025-11-07,3800.0
2025-11-08,3812.6666666666665
2025-11-09,3825.3333333333335
2025-11-10,3838.0
2025-11-11,3850.6666666666665
2025-11-12,3863.3333333333335
2025-11-13,3876.0
