ds,yhat
2025-11-07,5500.0
2025-11-08,5518.333333333333
2025-11-09,5536.666666666667
2025-11-10,5555.0
2025-11-11,5573.333333333333
2025-11-12,5591.666666666667
2025-11-13,5610.0
